"State","Condition","Measure ID","Measure Name","Score","Footnote","Start Date","End Date"
RI,Emergency Department,OP_22,Percentage of patients who left the emergency department before being seen Lower percentages are better,5,"25, 26",01/01/2023,12/31/2023
RI,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better,64,25,10/01/2023,09/30/2024
RI,Colonoscopy care,OP_29,Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better,94,"25, 26",01/01/2023,12/31/2023
RI,Cataract surgery outcome,OP_31,Percentage of patients who had cataract surgery and had improvement in visual function within 90 days following the surgery Higher percentages are better,Not Available,5,01/01/2023,12/31/2023
RI,Electronic Clinical Quality Measure,SAFE_USE_OF_OPIOIDS,Safe Use of Opioids - Concurrent Prescribing,15,,01/01/2023,12/31/2023
RI,Sepsis Care,SEP_1,Percentage of patients who received appropriate care for severe sepsis and septic shock. Higher percentages are better,60,"25, 26",10/01/2023,09/30/2024
RI,Sepsis Care,SEP_SH_3HR,Septic Shock 3-Hour Bundle,63,"25, 26",10/01/2023,09/30/2024
RI,Sepsis Care,SEP_SH_6HR,Septic Shock 6-Hour Bundle,87,"25, 26",10/01/2023,09/30/2024
RI,Sepsis Care,SEV_SEP_3HR,Severe Sepsis 3-Hour Bundle,79,"25, 26",10/01/2023,09/30/2024
RI,Sepsis Care,SEV_SEP_6HR,Severe Sepsis 6-Hour Bundle,94,"25, 26",10/01/2023,09/30/2024
SC,Healthcare Personnel Vaccination,HCP_COVID_19,Percentage of healthcare personnel who are up to date with COVID-19 vaccinations,7.7,,07/01/2024,09/30/2024
SC,Healthcare Personnel Vaccination,IMM_3,Healthcare workers given influenza vaccination Higher percentages are better,83,,10/01/2023,03/31/2024
SC,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,161,"25, 26",10/01/2023,09/30/2024
SC,Emergency Department,OP_18b_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),170,"25, 26",10/01/2023,09/30/2024
SC,Emergency Department,OP_18b_LOW_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (low),136,"25, 26",10/01/2023,09/30/2024
SC,Emergency Department,OP_18b_MEDIUM_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate),154,"25, 26",10/01/2023,09/30/2024
SC,Emergency Department,OP_18b_VERY_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),175,"25, 26",10/01/2023,09/30/2024
SC,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,256,25,10/01/2023,09/30/2024
SC,Emergency Department,OP_18c_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high),274,25,10/01/2023,09/30/2024
SC,Emergency Department,OP_18c_LOW_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (low),178,25,10/01/2023,09/30/2024
SC,Emergency Department,OP_18c_MEDIUM_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate),236,25,10/01/2023,09/30/2024
SC,Emergency Department,OP_18c_VERY_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (very high),286,25,10/01/2023,09/30/2024
SC,Emergency Department,OP_22,Percentage of patients who left the emergency department before being seen Lower percentages are better,3,"25, 26",01/01/2023,12/31/2023
SC,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better,73,25,10/01/2023,09/30/2024
SC,Colonoscopy care,OP_29,Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better,92,"25, 26",01/01/2023,12/31/2023
SC,Cataract surgery outcome,OP_31,Percentage of patients who had cataract surgery and had improvement in visual function within 90 days following the surgery Higher percentages are better,Not Available,5,01/01/2023,12/31/2023
SC,Electronic Clinical Quality Measure,SAFE_USE_OF_OPIOIDS,Safe Use of Opioids - Concurrent Prescribing,16,,01/01/2023,12/31/2023
SC,Sepsis Care,SEP_1,Percentage of patients who received appropriate care for severe sepsis and septic shock. Higher percentages are better,64,"25, 26",10/01/2023,09/30/2024
SC,Sepsis Care,SEP_SH_3HR,Septic Shock 3-Hour Bundle,70,"25, 26",10/01/2023,09/30/2024
SC,Sepsis Care,SEP_SH_6HR,Septic Shock 6-Hour Bundle,87,"25, 26",10/01/2023,09/30/2024
SC,Sepsis Care,SEV_SEP_3HR,Severe Sepsis 3-Hour Bundle,81,"25, 26",10/01/2023,09/30/2024
SC,Sepsis Care,SEV_SEP_6HR,Severe Sepsis 6-Hour Bundle,94,"25, 26",10/01/2023,09/30/2024
SD,Healthcare Personnel Vaccination,HCP_COVID_19,Percentage of healthcare personnel who are up to date with COVID-19 vaccinations,4.1,,07/01/2024,09/30/2024
SD,Healthcare Personnel Vaccination,IMM_3,Healthcare workers given influenza vaccination Higher percentages are better,89,,10/01/2023,03/31/2024
SD,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,113,"25, 26",10/01/2023,09/30/2024
SD,Emergency Department,OP_18b_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),162,"25, 26",10/01/2023,09/30/2024
SD,Emergency Department,OP_18b_LOW_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (low),112,"25, 26",10/01/2023,09/30/2024
SD,Emergency Department,OP_18b_MEDIUM_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate),Not Available,"25, 26",10/01/2023,09/30/2024
SD,Emergency Department,OP_18b_VERY_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),159,"25, 26",10/01/2023,09/30/2024
SD,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,138,25,10/01/2023,09/30/2024
SD,Emergency Department,OP_18c_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high),241,25,10/01/2023,09/30/2024
SD,Emergency Department,OP_18c_LOW_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (low),138,25,10/01/2023,09/30/2024
SD,Emergency Department,OP_18c_MEDIUM_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate),Not Available,25,10/01/2023,09/30/2024
SD,Emergency Department,OP_18c_VERY_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (very high),147,25,10/01/2023,09/30/2024
SD,Emergency Department,OP_22,Percentage of patients who left the emergency department before being seen Lower percentages are better,1,"25, 26",01/01/2023,12/31/2023
SD,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better,57,25,10/01/2023,09/30/2024
SD,Colonoscopy care,OP_29,Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better,98,"25, 26",01/01/2023,12/31/2023
SD,Cataract surgery outcome,OP_31,Percentage of patients who had cataract surgery and had improvement in visual function within 90 days following the surgery Higher percentages are better,Not Available,5,01/01/2023,12/31/2023
SD,Electronic Clinical Quality Measure,SAFE_USE_OF_OPIOIDS,Safe Use of Opioids - Concurrent Prescribing,17,,01/01/2023,12/31/2023
SD,Sepsis Care,SEP_1,Percentage of patients who received appropriate care for severe sepsis and septic shock. Higher percentages are better,66,"25, 26",10/01/2023,09/30/2024
SD,Sepsis Care,SEP_SH_3HR,Septic Shock 3-Hour Bundle,72,"25, 26",10/01/2023,09/30/2024
SD,Sepsis Care,SEP_SH_6HR,Septic Shock 6-Hour Bundle,83,"25, 26",10/01/2023,09/30/2024
SD,Sepsis Care,SEV_SEP_3HR,Severe Sepsis 3-Hour Bundle,82,"25, 26",10/01/2023,09/30/2024
SD,Sepsis Care,SEV_SEP_6HR,Severe Sepsis 6-Hour Bundle,95,"25, 26",10/01/2023,09/30/2024
TN,Healthcare Personnel Vaccination,HCP_COVID_19,Percentage of healthcare personnel who are up to date with COVID-19 vaccinations,5.2,,07/01/2024,09/30/2024
TN,Healthcare Personnel Vaccination,IMM_3,Healthcare workers given influenza vaccination Higher percentages are better,81,,10/01/2023,03/31/2024
TN,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,158,"25, 26",10/01/2023,09/30/2024
TN,Emergency Department,OP_18b_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),196,"25, 26",10/01/2023,09/30/2024
TN,Emergency Department,OP_18b_LOW_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (low),127,"25, 26",10/01/2023,09/30/2024
TN,Emergency Department,OP_18b_MEDIUM_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate),161,"25, 26",10/01/2023,09/30/2024
TN,Emergency Department,OP_18b_VERY_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),183,"25, 26",10/01/2023,09/30/2024
TN,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,335,25,10/01/2023,09/30/2024
TN,Emergency Department,OP_18c_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high),421,25,10/01/2023,09/30/2024
TN,Emergency Department,OP_18c_LOW_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (low),255,25,10/01/2023,09/30/2024
TN,Emergency Department,OP_18c_MEDIUM_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate),353,25,10/01/2023,09/30/2024
TN,Emergency Department,OP_18c_VERY_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (very high),380,25,10/01/2023,09/30/2024
TN,Emergency Department,OP_22,Percentage of patients who left the emergency department before being seen Lower percentages are better,2,"25, 26",01/01/2023,12/31/2023
TN,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better,72,25,10/01/2023,09/30/2024
TN,Colonoscopy care,OP_29,Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better,92,"25, 26",01/01/2023,12/31/2023
TN,Cataract surgery outcome,OP_31,Percentage of patients who had cataract surgery and had improvement in visual function within 90 days following the surgery Higher percentages are better,100,,01/01/2023,12/31/2023
TN,Electronic Clinical Quality Measure,SAFE_USE_OF_OPIOIDS,Safe Use of Opioids - Concurrent Prescribing,14,,01/01/2023,12/31/2023
TN,Sepsis Care,SEP_1,Percentage of patients who received appropriate care for severe sepsis and septic shock. Higher percentages are better,60,"25, 26",10/01/2023,09/30/2024
TN,Sepsis Care,SEP_SH_3HR,Septic Shock 3-Hour Bundle,64,"25, 26",10/01/2023,09/30/2024
TN,Sepsis Care,SEP_SH_6HR,Septic Shock 6-Hour Bundle,83,"25, 26",10/01/2023,09/30/2024
TN,Sepsis Care,SEV_SEP_3HR,Severe Sepsis 3-Hour Bundle,78,"25, 26",10/01/2023,09/30/2024
TN,Sepsis Care,SEV_SEP_6HR,Severe Sepsis 6-Hour Bundle,91,"25, 26",10/01/2023,09/30/2024
TX,Healthcare Personnel Vaccination,HCP_COVID_19,Percentage of healthcare personnel who are up to date with COVID-19 vaccinations,17.2,,07/01/2024,09/30/2024
TX,Healthcare Personnel Vaccination,IMM_3,Healthcare workers given influenza vaccination Higher percentages are better,77,,10/01/2023,03/31/2024
TX,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,143,"25, 26",10/01/2023,09/30/2024
TX,Emergency Department,OP_18b_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),171,"25, 26",10/01/2023,09/30/2024
TX,Emergency Department,OP_18b_LOW_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (low),118,"25, 26",10/01/2023,09/30/2024
TX,Emergency Department,OP_18b_MEDIUM_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate),158,"25, 26",10/01/2023,09/30/2024
TX,Emergency Department,OP_18b_VERY_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),163,"25, 26",10/01/2023,09/30/2024
TX,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,226,25,10/01/2023,09/30/2024
TX,Emergency Department,OP_18c_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high),288,25,10/01/2023,09/30/2024
TX,Emergency Department,OP_18c_LOW_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (low),175,25,10/01/2023,09/30/2024
TX,Emergency Department,OP_18c_MEDIUM_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate),254,25,10/01/2023,09/30/2024
TX,Emergency Department,OP_18c_VERY_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (very high),275,25,10/01/2023,09/30/2024
TX,Emergency Department,OP_22,Percentage of patients who left the emergency department before being seen Lower percentages are better,2,"25, 26",01/01/2023,12/31/2023
TX,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better,71,25,10/01/2023,09/30/2024
TX,Colonoscopy care,OP_29,Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better,90,"25, 26",01/01/2023,12/31/2023
TX,Cataract surgery outcome,OP_31,Percentage of patients who had cataract surgery and had improvement in visual function within 90 days following the surgery Higher percentages are better,98,,01/01/2023,12/31/2023
TX,Electronic Clinical Quality Measure,SAFE_USE_OF_OPIOIDS,Safe Use of Opioids - Concurrent Prescribing,14,,01/01/2023,12/31/2023
TX,Sepsis Care,SEP_1,Percentage of patients who received appropriate care for severe sepsis and septic shock. Higher percentages are better,66,"25, 26",10/01/2023,09/30/2024
TX,Sepsis Care,SEP_SH_3HR,Septic Shock 3-Hour Bundle,71,"25, 26",10/01/2023,09/30/2024
TX,Sepsis Care,SEP_SH_6HR,Septic Shock 6-Hour Bundle,88,"25, 26",10/01/2023,09/30/2024
TX,Sepsis Care,SEV_SEP_3HR,Severe Sepsis 3-Hour Bundle,82,"25, 26",10/01/2023,09/30/2024
TX,Sepsis Care,SEV_SEP_6HR,Severe Sepsis 6-Hour Bundle,93,"25, 26",10/01/2023,09/30/2024
UT,Healthcare Personnel Vaccination,HCP_COVID_19,Percentage of healthcare personnel who are up to date with COVID-19 vaccinations,2.3,,07/01/2024,09/30/2024
UT,Healthcare Personnel Vaccination,IMM_3,Healthcare workers given influenza vaccination Higher percentages are better,91,,10/01/2023,03/31/2024
UT,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,131,"25, 26",10/01/2023,09/30/2024
UT,Emergency Department,OP_18b_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),169,"25, 26",10/01/2023,09/30/2024
UT,Emergency Department,OP_18b_LOW_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (low),115,"25, 26",10/01/2023,09/30/2024
UT,Emergency Department,OP_18b_MEDIUM_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate),140,"25, 26",10/01/2023,09/30/2024
UT,Emergency Department,OP_18b_VERY_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),167,"25, 26",10/01/2023,09/30/2024
UT,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,208,25,10/01/2023,09/30/2024
UT,Emergency Department,OP_18c_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high),234,25,10/01/2023,09/30/2024
UT,Emergency Department,OP_18c_LOW_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (low),176,25,10/01/2023,09/30/2024
UT,Emergency Department,OP_18c_MEDIUM_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate),229,25,10/01/2023,09/30/2024
UT,Emergency Department,OP_18c_VERY_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (very high),252,25,10/01/2023,09/30/2024
UT,Emergency Department,OP_22,Percentage of patients who left the emergency department before being seen Lower percentages are better,1,"25, 26",01/01/2023,12/31/2023
UT,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better,68,25,10/01/2023,09/30/2024
UT,Colonoscopy care,OP_29,Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better,95,"25, 26",01/01/2023,12/31/2023
UT,Cataract surgery outcome,OP_31,Percentage of patients who had cataract surgery and had improvement in visual function within 90 days following the surgery Higher percentages are better,Not Available,5,01/01/2023,12/31/2023
UT,Electronic Clinical Quality Measure,SAFE_USE_OF_OPIOIDS,Safe Use of Opioids - Concurrent Prescribing,15,,01/01/2023,12/31/2023
UT,Sepsis Care,SEP_1,Percentage of patients who received appropriate care for severe sepsis and septic shock. Higher percentages are better,70,"25, 26",10/01/2023,09/30/2024
UT,Sepsis Care,SEP_SH_3HR,Septic Shock 3-Hour Bundle,71,"25, 26",10/01/2023,09/30/2024
UT,Sepsis Care,SEP_SH_6HR,Septic Shock 6-Hour Bundle,85,"25, 26",10/01/2023,09/30/2024
UT,Sepsis Care,SEV_SEP_3HR,Severe Sepsis 3-Hour Bundle,86,"25, 26",10/01/2023,09/30/2024
UT,Sepsis Care,SEV_SEP_6HR,Severe Sepsis 6-Hour Bundle,92,"25, 26",10/01/2023,09/30/2024
VA,Healthcare Personnel Vaccination,HCP_COVID_19,Percentage of healthcare personnel who are up to date with COVID-19 vaccinations,7.9,,07/01/2024,09/30/2024
VA,Healthcare Personnel Vaccination,IMM_3,Healthcare workers given influenza vaccination Higher percentages are better,88,,10/01/2023,03/31/2024
VA,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,164,"25, 26",10/01/2023,09/30/2024
VA,Emergency Department,OP_18b_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),167,"25, 26",10/01/2023,09/30/2024
VA,Emergency Department,OP_18b_LOW_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (low),138,"25, 26",10/01/2023,09/30/2024
VA,Emergency Department,OP_18b_MEDIUM_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate),165,"25, 26",10/01/2023,09/30/2024
VA,Emergency Department,OP_18b_VERY_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),167,"25, 26",10/01/2023,09/30/2024
VA,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,288,25,10/01/2023,09/30/2024
VA,Emergency Department,OP_18c_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high),270,25,10/01/2023,09/30/2024
VA,Emergency Department,OP_18c_LOW_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (low),298,25,10/01/2023,09/30/2024
VA,Emergency Department,OP_18c_MEDIUM_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate),264,25,10/01/2023,09/30/2024
VA,Emergency Department,OP_18c_VERY_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (very high),292,25,10/01/2023,09/30/2024
VA,Emergency Department,OP_22,Percentage of patients who left the emergency department before being seen Lower percentages are better,2,"25, 26",01/01/2023,12/31/2023
VA,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better,73,25,10/01/2023,09/30/2024
VA,Colonoscopy care,OP_29,Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better,90,"25, 26",01/01/2023,12/31/2023
VA,Cataract surgery outcome,OP_31,Percentage of patients who had cataract surgery and had improvement in visual function within 90 days following the surgery Higher percentages are better,Not Available,5,01/01/2023,12/31/2023
VA,Electronic Clinical Quality Measure,SAFE_USE_OF_OPIOIDS,Safe Use of Opioids - Concurrent Prescribing,13,,01/01/2023,12/31/2023
VA,Sepsis Care,SEP_1,Percentage of patients who received appropriate care for severe sepsis and septic shock. Higher percentages are better,66,"25, 26",10/01/2023,09/30/2024
VA,Sepsis Care,SEP_SH_3HR,Septic Shock 3-Hour Bundle,72,"25, 26",10/01/2023,09/30/2024
VA,Sepsis Care,SEP_SH_6HR,Septic Shock 6-Hour Bundle,86,"25, 26",10/01/2023,09/30/2024
VA,Sepsis Care,SEV_SEP_3HR,Severe Sepsis 3-Hour Bundle,82,"25, 26",10/01/2023,09/30/2024
VA,Sepsis Care,SEV_SEP_6HR,Severe Sepsis 6-Hour Bundle,93,"25, 26",10/01/2023,09/30/2024
VI,Healthcare Personnel Vaccination,HCP_COVID_19,Percentage of healthcare personnel who are up to date with COVID-19 vaccinations,Not Available,5,07/01/2024,09/30/2024
VI,Healthcare Personnel Vaccination,IMM_3,Healthcare workers given influenza vaccination Higher percentages are better,Not Available,5,10/01/2023,03/31/2024
VI,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,Not Available,5,10/01/2023,09/30/2024
VI,Emergency Department,OP_18b_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),Not Available,5,10/01/2023,09/30/2024
VI,Emergency Department,OP_18b_LOW_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (low),Not Available,5,10/01/2023,09/30/2024
VI,Emergency Department,OP_18b_MEDIUM_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate),Not Available,5,10/01/2023,09/30/2024
VI,Emergency Department,OP_18b_VERY_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),Not Available,5,10/01/2023,09/30/2024
VI,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,Not Available,5,10/01/2023,09/30/2024
VI,Emergency Department,OP_18c_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high),Not Available,5,10/01/2023,09/30/2024
VI,Emergency Department,OP_18c_LOW_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (low),Not Available,5,10/01/2023,09/30/2024
VI,Emergency Department,OP_18c_MEDIUM_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate),Not Available,5,10/01/2023,09/30/2024
VI,Emergency Department,OP_18c_VERY_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (very high),Not Available,5,10/01/2023,09/30/2024
VI,Emergency Department,OP_22,Percentage of patients who left the emergency department before being seen Lower percentages are better,Not Available,5,01/01/2023,12/31/2023
VI,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better,Not Available,5,10/01/2023,09/30/2024
VI,Colonoscopy care,OP_29,Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better,Not Available,5,01/01/2023,12/31/2023
VI,Cataract surgery outcome,OP_31,Percentage of patients who had cataract surgery and had improvement in visual function within 90 days following the surgery Higher percentages are better,Not Available,5,01/01/2023,12/31/2023
VI,Electronic Clinical Quality Measure,SAFE_USE_OF_OPIOIDS,Safe Use of Opioids - Concurrent Prescribing,Not Available,5,01/01/2023,12/31/2023
VI,Sepsis Care,SEP_1,Percentage of patients who received appropriate care for severe sepsis and septic shock. Higher percentages are better,Not Available,5,10/01/2023,09/30/2024
VI,Sepsis Care,SEP_SH_3HR,Septic Shock 3-Hour Bundle,Not Available,5,10/01/2023,09/30/2024
VI,Sepsis Care,SEP_SH_6HR,Septic Shock 6-Hour Bundle,Not Available,5,10/01/2023,09/30/2024
VI,Sepsis Care,SEV_SEP_3HR,Severe Sepsis 3-Hour Bundle,Not Available,5,10/01/2023,09/30/2024
VI,Sepsis Care,SEV_SEP_6HR,Severe Sepsis 6-Hour Bundle,Not Available,5,10/01/2023,09/30/2024
VT,Healthcare Personnel Vaccination,HCP_COVID_19,Percentage of healthcare personnel who are up to date with COVID-19 vaccinations,20.5,,07/01/2024,09/30/2024
VT,Healthcare Personnel Vaccination,IMM_3,Healthcare workers given influenza vaccination Higher percentages are better,69,,10/01/2023,03/31/2024
VT,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,185,"25, 26",10/01/2023,09/30/2024
VT,Emergency Department,OP_18b_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),Not Available,"25, 26",10/01/2023,09/30/2024
VT,Emergency Department,OP_18b_LOW_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (low),148,"25, 26",10/01/2023,09/30/2024
VT,Emergency Department,OP_18b_MEDIUM_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate),186,"25, 26",10/01/2023,09/30/2024
VT,Emergency Department,OP_18b_VERY_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),256,"25, 26",10/01/2023,09/30/2024
VT,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,371,25,10/01/2023,09/30/2024
VT,Emergency Department,OP_18c_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high),Not Available,25,10/01/2023,09/30/2024
VT,Emergency Department,OP_18c_LOW_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (low),666,25,10/01/2023,09/30/2024
VT,Emergency Department,OP_18c_MEDIUM_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate),361,25,10/01/2023,09/30/2024
VT,Emergency Department,OP_18c_VERY_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (very high),345,25,10/01/2023,09/30/2024
VT,Emergency Department,OP_22,Percentage of patients who left the emergency department before being seen Lower percentages are better,2,"25, 26",01/01/2023,12/31/2023
VT,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better,54,25,10/01/2023,09/30/2024
