https://data.cms.gov/provider-data/ location affected,Downloadable CSV revised file affected,Data Last Updated,Data Last Updated Details
https://data.cms.gov/provider-data/dataset/su9h-3pvj,Hospital Value-Based Purchasing (HVBP)- Efficiency Scores,27-Jul-22,
https://data.cms.gov/provider-data/dataset/avtz-f2ge,Hospital Value-Based Purchasing (HVBP)- Patient Experience of Care Domain Scores (HCAHPS),27-Jul-22,
https://data.cms.gov/provider-data/dataset/dgmq-aat3,Hospital Value-Based Purchasing (HVBP)- Safety,27-Jul-22,
https://data.cms.gov/provider-data/dataset/ypbt-wvdk,Hospital Value-Based Purchasing (HVBP)- Total Performance Score,27-Jul-22,
https://data.cms.gov/provider-data/dataset/q9vs-r7wp,Inpatient Psychiatric Facility Quality Measure Data - by Facility,27-Jul-22,
https://data.cms.gov/provider-data/dataset/dc76-gh7x,Inpatient Psychiatric Facility Quality Measure Data - by State,27-Jul-22,
https://data.cms.gov/provider-data/dataset/s5xg-sys6,Inpatient Psychiatric Facility Quality Measure Data - National,27-Jul-22,
https://data.cms.gov/provider-data/dataset/4j6d-yzce,Measure Dates,27-Jul-22,
https://data.cms.gov/provider-data/dataset/nrth-mfg3,Medicare Hospital Spending by Claim,27-Jul-22,
https://data.cms.gov/provider-data/dataset/rrqw-56er,Medicare Spending Per Beneficiary - Hospital,27-Jul-22,
https://data.cms.gov/provider-data/dataset/5hk7-b79m,Medicare Spending Per Beneficiary - Hospital Additional Decimal Places,27-Jul-22,
https://data.cms.gov/provider-data/dataset/3n5g-6b7f,Medicare Spending Per Beneficiary- National,27-Jul-22,
https://data.cms.gov/provider-data/dataset/rs6n-9qwg,Medicare Spending Per Beneficiary - State,27-Jul-22,
https://data.cms.gov/provider-data/dataset/g3fg-3myg,Oncology Care Measures-PPS- Excempt Cancer Hospital,27-Jul-22,
https://data.cms.gov/provider-data/dataset/z8ax-x9j1,Outcome Measures - PPS-Exempt Cancer Hospital - Hospital,27-Jul-22,
https://data.cms.gov/provider-data/dataset/jfnd-nl7s,Outcome Measures - PPS-Exempt Cancer Hospital - National,27-Jul-22,
https://data.cms.gov/provider-data/dataset/e6hj-umam,Outpatient and Ambulatory Surgery CAHPS Survey Footnotes,27-Jul-22,
https://data.cms.gov/provider-data/dataset/48nr-hqxx,Outpatient and Ambulatory Surgery Consumer Assessment of Healthcare Providers and Systems (OAS CAHPS) survey for ambulatory surgical centers - Facility,27-Jul-22,
https://data.cms.gov/provider-data/dataset/tf3h-mrrs,Outpatient and Ambulatory Surgery Consumer Assessment of Healthcare Providers and Systems (OAS CAHPS) survey for ambulatory surgical centers - National,27-Jul-22,
https://data.cms.gov/provider-data/dataset/x663-bwbj,Outpatient and Ambulatory Surgery Consumer Assessment of Healthcare Providers and Systems (OAS CAHPS) survey for ambulatory surgical centers - State,27-Jul-22,
https://data.cms.gov/provider-data/dataset/yizn-abxn,Outpatient and Ambulatory Surgery Consumer Assessment of Healthcare Providers and Systems (OAS CAHPS) survey for hospital outpatient departments - Facility,27-Jul-22,
https://data.cms.gov/provider-data/dataset/s5pj-hua3,Outpatient and Ambulatory Surgery Consumer Assessment of Healthcare Providers and Systems (OAS CAHPS) survey for hospital outpatient departments - National,27-Jul-22,
https://data.cms.gov/provider-data/dataset/6pfg-whmx,Outpatient and Ambulatory Surgery Consumer Assessment of Healthcare Providers and Systems (OAS CAHPS) survey for hospital outpatient departments - State,27-Jul-22,
https://data.cms.gov/provider-data/dataset/wkfw-kthe,Outpatient Imaging Efficiency - Hospital,27-Jul-22,
https://data.cms.gov/provider-data/dataset/di9i-zzrc,Outpatient Imaging Efficiency - National,27-Jul-22,
https://data.cms.gov/provider-data/dataset/if5v-4x48,Outpatient Imaging Efficiency - State,27-Jul-22,
https://data.cms.gov/provider-data/dataset/dgck-syfz,Patient survey (HCAHPS) - Hospital,27-Jul-22,
https://data.cms.gov/provider-data/dataset/99ue-w85f,Patient survey (HCAHPS)  - National.csv,27-Jul-22,
https://data.cms.gov/provider-data/dataset/84jm-wiui,Patient survey (HCAHPS) - State.csv,27-Jul-22,
https://data.cms.gov/provider-data/dataset/iy27-wz37,Patient Survey (PCH - HCAHPS) PPS-exempt Cancer Hospital - Hospital,27-Jul-22,
https://data.cms.gov/provider-data/dataset/9g7e-btyt,Patient Survey (PCH - HCAHPS) PPS-exempt Cancer Hospital - National,27-Jul-22,
https://data.cms.gov/provider-data/dataset/qatj-nmws,Patient Survey (PCH - HCAHPS) PPS-exempt Cancer Hospital - State,27-Jul-22,
https://data.cms.gov/provider-data/dataset/c7us-v4mf,Payment and Value of Care - Hospital,27-Jul-22,
https://data.cms.gov/provider-data/dataset/ygty-mm5a,Payment - National,27-Jul-22,
https://data.cms.gov/provider-data/dataset/98ix-2iqy,Payment - State,27-Jul-22,
https://data.cms.gov/provider-data/dataset/muwa-iene,PSI 90 and Component Measures - Six-Digit Precision,27-Jul-22,
https://data.cms.gov/provider-data/dataset/k653-4ka8,Safety and Healthcare-Associated Infection Measures - PPS-Exempt Cancer Hospital,27-Jul-22,
https://data.cms.gov/provider-data/dataset/5gv4-jwyv,Table 1: FY2019 Net Change in Base Operating DRG Payment Amount,27-Jul-22,
https://data.cms.gov/provider-data/dataset/xrgf-x36b,Table 2: FY2019 Distribution of Net Change in Base Operating DRG Payment Amount,27-Jul-22,
https://data.cms.gov/provider-data/dataset/u625-zae7,Table 3: FY2019 Percent Change in Medicare Payments,27-Jul-22,
https://data.cms.gov/provider-data/dataset/vtqa-m4zn,Table 4: FY2019 Value-Based Incentive Payment Amount,27-Jul-22,
https://data.cms.gov/provider-data/dataset/yv7e-xc69,Timely and Effective care - Hospital,27-Jul-22,
https://data.cms.gov/provider-data/dataset/isrn-hqyy,Timely and Effective Care - National,27-Jul-22,
https://data.cms.gov/provider-data/dataset/apyc-v239,Timely and Effective Care - State,27-Jul-22,
https://data.cms.gov/provider-data/dataset/632h-zaca,Unplanned Hospital Visits - Hospital,27-Jul-22,
https://data.cms.gov/provider-data/dataset/cvcs-xecj,Unplanned Hospital Visits - National,27-Jul-22,
https://data.cms.gov/provider-data/dataset/4gkm-5ypv,Unplanned Hospital Visits - State,27-Jul-22,
https://data.cms.gov/provider-data/dataset/gbq5-7hzr,Value of Care- National,27-Jul-22,
https://data.cms.gov/provider-data/dataset/6qxe-iqz8,Veterans Health Administration Behavioral Health Data,27-Jul-22,
https://data.cms.gov/provider-data/dataset/uyx4-5s7f,Veterans Health Administration Provider Level Data,27-Jul-22,
https://data.cms.gov/provider-data/search?fulltext=vha&theme=Hospitals,Veterans Health Administration Timely and Effective Care Data,27-Jul-22,
